"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor.nlogo"
"Number-of-Links"
"09/28/2025 22:48:19:783 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","number-of-links","profit-multiplier","risk-multiplier","vision-mode","objective","[step]","mean [wealth] of turtles","standard-deviation [wealth] of turtles"
"112","1","1","1","links","Optimize","28","270572.03498301207","126720.56175555204"
"108","8","1","1","links","Optimize","39","348689.0444662468","229789.00988525397"
"103","3","1","1","links","Optimize","46","452537.5622703745","279531.5995002746"
"119","8","1","1","links","Optimize","0","0","0"
"115","4","1","1","links","Optimize","21","181614.92993194188","93581.39803906546"
"107","7","1","1","links","Optimize","41","274936.29829935724","169382.5779213868"
"116","5","1","1","links","Optimize","16","201953.13485348402","131002.75093480447"
"118","7","1","1","links","Optimize","15","145337.67829857464","104939.07629491235"
"111","0","1","1","links","Optimize","39","312689.57044177165","217937.57582532847"
"114","3","1","1","links","Optimize","24","206615.44549563926","109715.6599909129"
"112","1","1","1","links","Optimize","29","280751.24984790775","128873.98133431573"
"111","0","1","1","links","Optimize","40","311401.6803057595","233347.45043636908"
"115","4","1","1","links","Optimize","22","193467.77810159454","93288.98719431598"
"110","10","1","1","links","Optimize","35","286171.45892369596","176291.8542443416"
"118","7","1","1","links","Optimize","16","148406.0004576943","107629.9462216542"
"114","3","1","1","links","Optimize","25","218088.84084019501","110281.8106559934"
"116","5","1","1","links","Optimize","17","215113.93820222787","133114.00666105186"
"103","3","1","1","links","Optimize","47","465872.0690575625","280691.558984834"
"119","8","1","1","links","Optimize","1","13237.81001404963","2979.4598505524173"
"112","1","1","1","links","Optimize","30","290871.86975832126","130794.14016028917"
"107","7","1","1","links","Optimize","42","285525.77344781655","173655.33296964937"
"111","0","1","1","links","Optimize","41","311853.7493193158","246879.50122427254"
"115","4","1","1","links","Optimize","23","205105.05970520974","93357.43453066672"
"110","10","1","1","links","Optimize","36","300070.845261327","173209.95742890672"
"116","5","1","1","links","Optimize","18","223610.01154524655","142411.5205675385"
"112","1","1","1","links","Optimize","31","300970.913006976","132139.08393513618"
"120","9","1","1","links","Optimize","0","0","0"
"103","3","1","1","links","Optimize","48","445240.7271287113","308650.7005638718"
"114","3","1","1","links","Optimize","26","229562.23618475077","111236.94349158606"
"118","7","1","1","links","Optimize","17","162406.04829734063","109093.81220808084"
"119","8","1","1","links","Optimize","2","27053.851756222997","5783.750411660547"
"111","0","1","1","links","Optimize","42","280121.96983517567","244333.51762642397"
"115","4","1","1","links","Optimize","24","217184.23869159236","94013.0354088391"
"107","7","1","1","links","Optimize","43","299150.0525887359","173576.75688202205"
"112","1","1","1","links","Optimize","32","304879.14503255446","144333.7968194044"
"110","10","1","1","links","Optimize","37","281754.5916335864","187457.500420318"
"116","5","1","1","links","Optimize","19","236364.03274892617","144727.86816315117"
"111","0","1","1","links","Optimize","43","273851.4083715403","251846.91625855875"
"115","4","1","1","links","Optimize","25","228881.74003218766","93211.91542628684"
"103","3","1","1","links","Optimize","49","459077.7992194436","308452.4931947117"
"119","8","1","1","links","Optimize","3","37898.82997106506","13948.730297226484"
"118","7","1","1","links","Optimize","18","174476.7551870369","113536.334995911"
"112","1","1","1","links","Optimize","33","302232.59230823064","158676.46803535047"
"111","0","1","1","links","Optimize","44","226713.96056048456","228984.42255061681"
"114","3","1","1","links","Optimize","27","241035.63152930664","112571.15773855848"
"115","4","1","1","links","Optimize","26","240440.68817149027","92834.45884754154"
"107","7","1","1","links","Optimize","44","294254.0462217072","181647.54000567546"
"103","3","1","1","links","Optimize","50","472954.26200767135","308444.4414651839"
"116","5","1","1","links","Optimize","20","248869.29405766423","147434.58403820472"
"110","10","1","1","links","Optimize","38","295783.8962029557","185001.88505764413"
"120","9","1","1","links","Optimize","1","12172.99115764732","5605.483936388188"
"111","0","1","1","links","Optimize","45","220305.00545607498","235370.99700103156"
"119","8","1","1","links","Optimize","4","51893.60413901969","15544.69928870351"
"118","7","1","1","links","Optimize","19","188379.49635266836","115661.3492826049"
"112","1","1","1","links","Optimize","34","312011.6995038042","157086.3865570464"
"115","4","1","1","links","Optimize","27","251774.92153741702","92725.06900733303"
"114","3","1","1","links","Optimize","28","239731.94965275406","123927.24671236645"
"111","0","1","1","links","Optimize","46","229637.62160847426","237795.66071861048"
"116","5","1","1","links","Optimize","21","261374.55536640226","150452.56631352528"
"112","1","1","1","links","Optimize","35","292118.09058886714","178131.88859910282"
"107","7","1","1","links","Optimize","45","308080.8050811956","182004.24989855546"
"118","7","1","1","links","Optimize","20","191658.49624562732","126734.12935573781"
"111","0","1","1","links","Optimize","47","242911.0014335373","236967.2064478003"
"110","10","1","1","links","Optimize","39","309813.2007723249","182813.7060783997"
"119","8","1","1","links","Optimize","5","59599.20700826646","24716.22356924457"
"115","4","1","1","links","Optimize","28","256873.4157284961","105032.34191834542"
"120","9","1","1","links","Optimize","2","23754.29665396926","12091.93584347729"
"112","1","1","1","links","Optimize","36","301893.4341792531","176628.66516656062"
"114","3","1","1","links","Optimize","29","251205.34499730985","125853.07744219125"
"111","0","1","1","links","Optimize","48","249577.2596662023","242312.57304289323"
"116","5","1","1","links","Optimize","22","273879.8166751404","153763.48800177593"
"118","7","1","1","links","Optimize","21","205675.39439980968","128852.13499268105"
"115","4","1","1","links","Optimize","29","267857.19900563016","105086.7155455827"
"107","7","1","1","links","Optimize","46","321705.0842221149","182449.67588672898"
"112","1","1","1","links","Optimize","37","294774.32457202795","193115.6257361376"
"111","0","1","1","links","Optimize","49","248836.26170272726","249855.03557241554"
"119","8","1","1","links","Optimize","6","70569.5290357137","29751.023323036356"
"121","10","1","1","links","Optimize","0","0","0"
"110","10","1","1","links","Optimize","40","323842.5053416942","180902.66838702734"
"114","3","1","1","links","Optimize","30","262678.74034186575","128090.04585484312"
"116","5","1","1","links","Optimize","23","277767.859841422","166999.67052849566"
"118","7","1","1","links","Optimize","22","213089.30169628296","139560.43940697733"
"111","0","1","1","links","Optimize","50","256850.30602682417","254041.6361332081"
"115","4","1","1","links","Optimize","30","267165.48950592836","119068.0076276742"
"112","1","1","1","links","Optimize","38","304665.6013313419","192077.42836612384"
"113","2","1","1","links","Optimize","0","0","0"
"120","9","1","1","links","Optimize","3","35756.29529087652","17645.093969001544"
"114","3","1","1","links","Optimize","31","269369.70546398713","138470.9242731001"
"107","7","1","1","links","Optimize","47","335329.3633630342","183210.23794640345"
"116","5","1","1","links","Optimize","24","278038.2725410954","179489.20321379058"
"110","10","1","1","links","Optimize","41","308392.394650398","172705.37373814333"
"112","1","1","1","links","Optimize","39","314412.3313835448","191033.15642624072"
"119","8","1","1","links","Optimize","7","77732.57401515965","38862.165216413465"
"118","7","1","1","links","Optimize","23","227106.19985046532","142014.68333362543"
"115","4","1","1","links","Optimize","31","261267.0579208899","127268.3365247021"
"121","10","1","1","links","Optimize","1","15067.277744006398","4215.632162569304"
"112","1","1","1","links","Optimize","40","324375.7390484361","189808.50086097617"
"122","0","1","1","links","Optimize","0","0","0"
"114","3","1","1","links","Optimize","32","265580.9727553964","150638.5957742783"
"116","5","1","1","links","Optimize","25","280545.5448210315","191545.60586452734"
"107","7","1","1","links","Optimize","48","328194.4829767209","193570.31429557616"
"115","4","1","1","links","Optimize","32","247669.62853086324","146468.12108262387"
"110","10","1","1","links","Optimize","42","296846.94286182727","185193.26122439883"
"112","1","1","1","links","Optimize","41","334124.04331765504","189112.1000363738"
"113","2","1","1","links","Optimize","1","11632.614171246682","5991.697216436704"
"122","0","1","1","links","Optimize","1","10868.150080619671","4427.825502463881"
"120","9","1","1","links","Optimize","4","43788.95455816976","26708.25030850298"
"118","7","1","1","links","Optimize","24","229827.53483241276","152218.2859295239"
"119","8","1","1","links","Optimize","8","85166.50084203109","47228.31175807732"
"114","3","1","1","links","Optimize","33","257288.7202907322","170385.3532156775"
"115","4","1","1","links","Optimize","33","259554.17897707532","145934.71660979482"
"112","1","1","1","links","Optimize","42","323284.5949577135","197977.42340495618"
"121","10","1","1","links","Optimize","2","28799.916078268867","10414.10304163547"
"122","0","1","1","links","Optimize","2","23474.809906661198","8004.2824713590935"
"116","5","1","1","links","Optimize","26","291475.6305180176","196934.59155222037"
"113","2","1","1","links","Optimize","2","23022.679094681993","11874.803322697322"
"110","10","1","1","links","Optimize","43","310876.2474311966","181829.55435389446"
"107","7","1","1","links","Optimize","49","341370.50311061455","194325.560760108"
"114","3","1","1","links","Optimize","34","261136.90348704928","178034.25869208734"
"118","7","1","1","links","Optimize","25","243303.7857070302","155198.70475436412"
"112","1","1","1","links","Optimize","43","332359.0308306704","197613.67414600763"
"115","4","1","1","links","Optimize","34","270322.9761416315","147888.33340916396"
"122","0","1","1","links","Optimize","3","34908.4133157396","13136.02935245131"
"119","8","1","1","links","Optimize","9","98126.78604689412","47031.89862521745"
"113","2","1","1","links","Optimize","3","31560.550878623104","19442.524647776234"
"116","5","1","1","links","Optimize","27","284233.7452953842","204941.21969757657"
"114","3","1","1","links","Optimize","35","262361.13040134066","185944.2004223089"
"112","1","1","1","links","Optimize","44","341433.4667036273","197345.1706115264"
"120","9","1","1","links","Optimize","5","55691.51693193971","31523.546468910892"
"122","0","1","1","links","Optimize","4","48821.09162000819","16363.526681642848"
"121","10","1","1","links","Optimize","3","38482.918319265555","20041.270413708953"
"110","10","1","1","links","Optimize","44","309561.4356858938","189596.6110415015"
"118","7","1","1","links","Optimize","26","245250.3125074647","170301.72066656925"
"107","7","1","1","links","Optimize","50","354546.52324450813","195390.7815992483"
"113","2","1","1","links","Optimize","4","43379.87632456597","24217.174976240476"
"116","5","1","1","links","Optimize","28","272947.5569859274","205799.97868293943"
"115","4","1","1","links","Optimize","35","281898.0202295959","147898.81717351897"
"114","3","1","1","links","Optimize","36","257511.619701375","190646.99972123213"
"112","1","1","1","links","Optimize","45","350507.9025765842","197172.3019105099"
"119","8","1","1","links","Optimize","10","111055.30087263098","46565.69869069773"
"122","0","1","1","links","Optimize","5","62441.3486729511","20435.29518247909"
"113","2","1","1","links","Optimize","5","56161.34443800271","27885.892217056386"
"110","10","1","1","links","Optimize","45","323774.44640081935","186965.14471872267"
"116","5","1","1","links","Optimize","29","285260.3348862177","207641.00294723245"
"118","7","1","1","links","Optimize","27","249383.09793451286","179886.8365814092"
"120","9","1","1","links","Optimize","6","57785.432930280745","34256.79526119696"
"115","4","1","1","links","Optimize","36","282195.7733989878","159701.24193603586"
"114","3","1","1","links","Optimize","37","268466.48983591696","191760.77987444034"
"121","10","1","1","links","Optimize","4","48062.6223490188","26642.430150100856"
"112","1","1","1","links","Optimize","46","340538.6065360721","208158.90960079452"
"122","0","1","1","links","Optimize","6","72038.01395439099","28708.270336580492"
