"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"BusinessInvestor.nlogo"
"vary-vision"
"10/07/2025 22:04:18:816 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","failure-max","turtle-coloring-mode","vision-mode","failure-min","color-patches-by","num-investors","sense-radius","max-ticks","[step]","mean-wealth","stdev-wealth"
"87","0.1","red","radius","0.01","exp utility","100","8","25","1","7303.064976185589","2051.4606811133763"
"74","0.1","red","radius","0.01","exp utility","100","7","25","23","111217.4053064946","65023.14023238986"
"84","0.1","red","radius","0.01","exp utility","100","8","25","7","45361.26835369449","19255.484810149454"
"78","0.1","red","radius","0.01","exp utility","100","7","25","19","109190.4190653488","51953.752983938975"
"83","0.1","red","radius","0.01","exp utility","100","8","25","7","41537.2547240733","17641.564663426"
"85","0.1","red","radius","0.01","exp utility","100","8","25","6","35789.93732659097","15120.013996281703"
"75","0.1","red","radius","0.01","exp utility","100","7","25","24","119037.55105484596","63024.69486197427"
"81","0.1","red","radius","0.01","exp utility","100","8","25","12","69213.70885663491","31060.383514829795"
"82","0.1","red","radius","0.01","exp utility","100","8","25","10","59125.512462634535","24648.50082513891"
"79","0.1","red","radius","0.01","exp utility","100","7","25","19","98396.29159170866","49190.2033807981"
"76","0.1","red","radius","0.01","exp utility","100","7","25","21","115107.81996862731","57134.19852633253"
"77","0.1","red","radius","0.01","exp utility","100","7","25","22","111158.2858925927","54475.39920535651"
"80","0.1","red","radius","0.01","exp utility","100","7","25","16","86239.35613891271","45731.40864825436"
"88","0.1","red","radius","0.01","exp utility","100","8","25","1","6930.265364141956","2359.8076445844476"
"86","0.1","red","radius","0.01","exp utility","100","8","25","3","20232.55604923105","7891.18047793257"
"74","0.1","red","radius","0.01","exp utility","100","7","25","24","113721.2431901692","69582.66940131615"
"78","0.1","red","radius","0.01","exp utility","100","7","25","20","112364.79600864078","55687.77042246433"
"87","0.1","red","radius","0.01","exp utility","100","8","25","2","13975.769606194217","4848.2876545130775"
"89","0.1","red","radius","0.01","exp utility","100","8","25","0","0","0"
"84","0.1","red","radius","0.01","exp utility","100","8","25","8","51439.82853192846","21207.620737387355"
"85","0.1","red","radius","0.01","exp utility","100","8","25","7","40742.878230266266","17471.81839989016"
"81","0.1","red","radius","0.01","exp utility","100","8","25","13","75990.12676171321","31646.391181372925"
"83","0.1","red","radius","0.01","exp utility","100","8","25","8","48067.190230387685","19085.775282332874"
"79","0.1","red","radius","0.01","exp utility","100","7","25","20","102260.7722273789","52305.033653009334"
"76","0.1","red","radius","0.01","exp utility","100","7","25","22","115915.76450935572","62858.91960127678"
"82","0.1","red","radius","0.01","exp utility","100","8","25","11","62419.23248349524","29206.857862380017"
"77","0.1","red","radius","0.01","exp utility","100","7","25","23","115048.68045143319","55539.44434348919"
"80","0.1","red","radius","0.01","exp utility","100","7","25","17","92609.3101866033","46649.037053584594"
"90","0.1","red","radius","0.01","exp utility","100","8","25","0","0","0"
"88","0.1","red","radius","0.01","exp utility","100","8","25","2","13644.061900673058","4486.426199867046"
"78","0.1","red","radius","0.01","exp utility","100","7","25","21","115942.61377503033","57971.83894189044"
"86","0.1","red","radius","0.01","exp utility","100","8","25","4","26470.944999873685","10494.191279036946"
"87","0.1","red","radius","0.01","exp utility","100","8","25","3","21081.839842699115","6593.501606990958"
"79","0.1","red","radius","0.01","exp utility","100","7","25","21","104947.64779472191","56724.3531830516"
"89","0.1","red","radius","0.01","exp utility","100","8","25","1","6880.304181611116","2120.931009747903"
"77","0.1","red","radius","0.01","exp utility","100","7","25","24","120374.2937820638","56965.164897178365"
"84","0.1","red","radius","0.01","exp utility","100","8","25","9","56489.66590940885","24490.919889515346"
"76","0.1","red","radius","0.01","exp utility","100","7","25","23","122044.74134906716","64027.91262587728"
"83","0.1","red","radius","0.01","exp utility","100","8","25","9","53807.080573403786","21553.295872422685"
"81","0.1","red","radius","0.01","exp utility","100","8","25","14","81921.4928647963","33363.48106181149"
"85","0.1","red","radius","0.01","exp utility","100","8","25","8","46085.87346483369","19676.772973163155"
"80","0.1","red","radius","0.01","exp utility","100","7","25","18","95077.52353446984","48795.00467310399"
"82","0.1","red","radius","0.01","exp utility","100","8","25","12","66598.6539317973","32783.50306073602"
"78","0.1","red","radius","0.01","exp utility","100","7","25","22","121729.17241468864","59614.43568612393"
"90","0.1","red","radius","0.01","exp utility","100","8","25","1","7200.232856842622","2074.6236689200587"
"86","0.1","red","radius","0.01","exp utility","100","8","25","5","33138.90676493705","12308.245100112566"
"88","0.1","red","radius","0.01","exp utility","100","8","25","3","19957.499097664444","7161.797219326079"
"79","0.1","red","radius","0.01","exp utility","100","7","25","22","107905.33665041065","58998.95657293356"
"87","0.1","red","radius","0.01","exp utility","100","8","25","4","27949.217518332884","8945.364419938054"
"76","0.1","red","radius","0.01","exp utility","100","7","25","24","127092.95079051059","66352.69349393457"
"80","0.1","red","radius","0.01","exp utility","100","7","25","19","97546.56976671047","52404.61520836038"
"91","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"84","0.1","red","radius","0.01","exp utility","100","8","25","10","62820.412875942944","26197.593632134256"
"89","0.1","red","radius","0.01","exp utility","100","8","25","2","13792.469921752127","3866.3419387329845"
"81","0.1","red","radius","0.01","exp utility","100","8","25","15","85025.16573187987","36486.92380748055"
"83","0.1","red","radius","0.01","exp utility","100","8","25","10","59061.39536183517","24287.44149055896"
"85","0.1","red","radius","0.01","exp utility","100","8","25","9","51929.3963206875","21800.044699897862"
"78","0.1","red","radius","0.01","exp utility","100","7","25","23","126848.77260670598","62014.99375044347"
"82","0.1","red","radius","0.01","exp utility","100","8","25","13","73264.04621905232","33573.94972444495"
"79","0.1","red","radius","0.01","exp utility","100","7","25","23","113844.15736551667","60366.665479926996"
"90","0.1","red","radius","0.01","exp utility","100","8","25","2","13974.147368730462","4434.554190577497"
"88","0.1","red","radius","0.01","exp utility","100","8","25","4","26049.954754747905","9819.599765805362"
"86","0.1","red","radius","0.01","exp utility","100","8","25","6","40149.50298067087","13873.60688105365"
"92","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"80","0.1","red","radius","0.01","exp utility","100","7","25","20","102458.7392767496","54204.67555255158"
"87","0.1","red","radius","0.01","exp utility","100","8","25","5","34105.59583345966","11942.672735585213"
"84","0.1","red","radius","0.01","exp utility","100","8","25","11","68600.13366050001","28855.62659318463"
"91","0.1","red","radius","0.01","exp utility","100","9","25","1","7258.75910623071","1899.6258955205933"
"78","0.1","red","radius","0.01","exp utility","100","7","25","24","129301.80080638644","65922.45601855849"
"89","0.1","red","radius","0.01","exp utility","100","8","25","3","20114.337424752808","6740.916617479423"
"83","0.1","red","radius","0.01","exp utility","100","8","25","11","61397.918004113875","29548.81253431699"
"81","0.1","red","radius","0.01","exp utility","100","8","25","16","90036.72062645406","38405.009503035595"
"85","0.1","red","radius","0.01","exp utility","100","8","25","10","56220.48994293845","24537.029663732144"
"90","0.1","red","radius","0.01","exp utility","100","8","25","3","20655.603922569655","6654.177584385945"
"79","0.1","red","radius","0.01","exp utility","100","7","25","24","117263.03380637949","63721.728719625266"
"80","0.1","red","radius","0.01","exp utility","100","7","25","21","105648.20707714287","56374.19917883167"
"82","0.1","red","radius","0.01","exp utility","100","8","25","14","76680.6960654315","37550.8063530579"
"88","0.1","red","radius","0.01","exp utility","100","8","25","5","32729.305091176193","11628.755893581294"
"87","0.1","red","radius","0.01","exp utility","100","8","25","6","39657.773812564265","14903.757786970375"
"86","0.1","red","radius","0.01","exp utility","100","8","25","7","46906.38235510964","15821.982972433427"
"91","0.1","red","radius","0.01","exp utility","100","9","25","2","14398.820004620284","3840.4627475545058"
"81","0.1","red","radius","0.01","exp utility","100","8","25","17","91276.37646928651","43885.22410491383"
"93","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"84","0.1","red","radius","0.01","exp utility","100","8","25","12","73904.74372335117","31030.11299325542"
"85","0.1","red","radius","0.01","exp utility","100","8","25","11","60197.14112912088","27282.504667774778"
"92","0.1","red","radius","0.01","exp utility","100","9","25","1","7212.5137141586165","2315.823518865095"
"83","0.1","red","radius","0.01","exp utility","100","8","25","12","67506.72792451194","31012.683500951673"
"89","0.1","red","radius","0.01","exp utility","100","8","25","4","26560.328926517697","8854.173326665146"
"80","0.1","red","radius","0.01","exp utility","100","7","25","22","110305.76942324327","58721.91413490732"
"94","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"82","0.1","red","radius","0.01","exp utility","100","8","25","15","79165.93116235113","39406.58966725567"
"90","0.1","red","radius","0.01","exp utility","100","8","25","4","26783.254842735423","9266.648905196838"
"86","0.1","red","radius","0.01","exp utility","100","8","25","8","52565.447560472676","19256.552522985352"
"87","0.1","red","radius","0.01","exp utility","100","8","25","7","45315.28772218226","17474.84886616004"
"88","0.1","red","radius","0.01","exp utility","100","8","25","6","38170.84549925622","14458.299063167316"
"91","0.1","red","radius","0.01","exp utility","100","9","25","3","21459.488082855623","5881.7365404376105"
"80","0.1","red","radius","0.01","exp utility","100","7","25","23","113876.70845364711","60707.61678333214"
"93","0.1","red","radius","0.01","exp utility","100","9","25","1","7300.31979787191","1945.4485701309309"
"85","0.1","red","radius","0.01","exp utility","100","8","25","12","65072.60266530513","29663.240233058226"
"81","0.1","red","radius","0.01","exp utility","100","8","25","18","92381.98771646208","46905.85051421296"
"84","0.1","red","radius","0.01","exp utility","100","8","25","13","79009.35929303581","33993.168312505695"
"83","0.1","red","radius","0.01","exp utility","100","8","25","13","72378.0748697901","33109.49726504496"
"89","0.1","red","radius","0.01","exp utility","100","8","25","5","32444.44835527627","11563.070026557847"
"82","0.1","red","radius","0.01","exp utility","100","8","25","16","81522.00747903911","42622.68555561356"
"92","0.1","red","radius","0.01","exp utility","100","9","25","2","14448.954723185887","4294.212584611619"
"90","0.1","red","radius","0.01","exp utility","100","8","25","5","32486.016363761704","12163.638412059126"
"94","0.1","red","radius","0.01","exp utility","100","9","25","1","6810.776545943392","2400.3558055100707"
"87","0.1","red","radius","0.01","exp utility","100","8","25","8","52505.779915719635","18056.423118447135"
"86","0.1","red","radius","0.01","exp utility","100","8","25","9","57755.73773429074","22480.471681025683"
"80","0.1","red","radius","0.01","exp utility","100","7","25","24","114566.04462274685","64181.25500351201"
"88","0.1","red","radius","0.01","exp utility","100","8","25","7","45221.872126952454","15625.123753234971"
"85","0.1","red","radius","0.01","exp utility","100","8","25","13","70119.0693138542","31867.050341145066"
"91","0.1","red","radius","0.01","exp utility","100","9","25","4","27559.946434440004","9258.844797801332"
"84","0.1","red","radius","0.01","exp utility","100","8","25","14","85574.64245526175","35567.31250542521"
"81","0.1","red","radius","0.01","exp utility","100","8","25","19","95940.99631067485","50584.47958667743"
"93","0.1","red","radius","0.01","exp utility","100","9","25","2","14086.976442079707","4335.183922145014"
"89","0.1","red","radius","0.01","exp utility","100","8","25","6","38171.40752357819","14112.292173669786"
"83","0.1","red","radius","0.01","exp utility","100","8","25","14","78129.8715020037","34849.66250935181"
"82","0.1","red","radius","0.01","exp utility","100","8","25","17","88000.73568169282","42925.72948562918"
"90","0.1","red","radius","0.01","exp utility","100","8","25","6","39156.85647301994","13858.858583501033"
"87","0.1","red","radius","0.01","exp utility","100","8","25","9","56027.87953080237","23423.561933131186"
"95","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"86","0.1","red","radius","0.01","exp utility","100","8","25","10","63627.811192036206","24974.71476867327"
"92","0.1","red","radius","0.01","exp utility","100","9","25","3","21213.760631071116","6504.907745198017"
"94","0.1","red","radius","0.01","exp utility","100","9","25","2","13324.013793898781","4941.782238873315"
"88","0.1","red","radius","0.01","exp utility","100","8","25","8","50499.26721347935","19040.150015708514"
"85","0.1","red","radius","0.01","exp utility","100","8","25","14","74529.2536076331","34358.72911989281"
"84","0.1","red","radius","0.01","exp utility","100","8","25","15","90439.69533699098","38299.459564125704"
"81","0.1","red","radius","0.01","exp utility","100","8","25","20","97899.40496230341","54429.063022921364"
"91","0.1","red","radius","0.01","exp utility","100","9","25","5","34771.48638520882","10502.839376057169"
"89","0.1","red","radius","0.01","exp utility","100","8","25","7","44398.41385963959","16382.360863591273"
"90","0.1","red","radius","0.01","exp utility","100","8","25","7","46177.68705356596","15177.53447540145"
"93","0.1","red","radius","0.01","exp utility","100","9","25","3","20026.717982067883","7556.825922092497"
"83","0.1","red","radius","0.01","exp utility","100","8","25","15","84699.66792231254","35709.99741169698"
"82","0.1","red","radius","0.01","exp utility","100","8","25","18","91376.67096781306","45963.271998719465"
"87","0.1","red","radius","0.01","exp utility","100","8","25","10","60903.1242516683","26666.10319168265"
"86","0.1","red","radius","0.01","exp utility","100","8","25","11","70342.52221712164","26630.35165461926"
"88","0.1","red","radius","0.01","exp utility","100","8","25","9","55475.330903517824","22906.061339978318"
"92","0.1","red","radius","0.01","exp utility","100","9","25","4","28346.051806129515","8378.856652437098"
"95","0.1","red","radius","0.01","exp utility","100","9","25","1","7048.750404817377","2017.3579898660234"
"94","0.1","red","radius","0.01","exp utility","100","9","25","3","19826.470194451344","7249.47374087635"
"84","0.1","red","radius","0.01","exp utility","100","8","25","16","96366.666323631","40079.368949586365"
"85","0.1","red","radius","0.01","exp utility","100","8","25","15","79565.50337671384","36782.02538213859"
"81","0.1","red","radius","0.01","exp utility","100","8","25","21","99564.75722807724","57604.31678742347"
"90","0.1","red","radius","0.01","exp utility","100","8","25","8","51022.31060320764","19499.14888657072"
"89","0.1","red","radius","0.01","exp utility","100","8","25","8","51282.51658205744","17575.415435932035"
"82","0.1","red","radius","0.01","exp utility","100","8","25","19","94483.9615397542","50419.02229458156"
"87","0.1","red","radius","0.01","exp utility","100","8","25","11","66411.18110049608","28817.364390129118"
"83","0.1","red","radius","0.01","exp utility","100","8","25","16","85854.4059554651","41684.556993133796"
"91","0.1","red","radius","0.01","exp utility","100","9","25","6","40771.41932716824","13812.311129479338"
"93","0.1","red","radius","0.01","exp utility","100","9","25","4","26876.454174708735","9552.557293452845"
"86","0.1","red","radius","0.01","exp utility","100","8","25","12","75662.48146864251","29199.89114089082"
"88","0.1","red","radius","0.01","exp utility","100","8","25","10","61350.912188168084","25488.241399872335"
"92","0.1","red","radius","0.01","exp utility","100","9","25","5","34195.16825517105","11900.705882220522"
"95","0.1","red","radius","0.01","exp utility","100","9","25","2","13737.83010044475","4288.334665087871"
"84","0.1","red","radius","0.01","exp utility","100","8","25","17","101504.39786368709","43348.54974947146"
"94","0.1","red","radius","0.01","exp utility","100","9","25","4","25846.73443633474","10237.024001975737"
"85","0.1","red","radius","0.01","exp utility","100","8","25","16","84353.88072979191","39140.076463675825"
"81","0.1","red","radius","0.01","exp utility","100","8","25","22","103072.87929608971","60731.481919050144"
"90","0.1","red","radius","0.01","exp utility","100","8","25","9","56377.46873829443","21896.28851034467"
"89","0.1","red","radius","0.01","exp utility","100","8","25","9","56775.7042612815","20397.667467237767"
"82","0.1","red","radius","0.01","exp utility","100","8","25","20","100941.587678402","50499.49954981638"
"87","0.1","red","radius","0.01","exp utility","100","8","25","12","73523.26638123654","29533.74182887111"
"83","0.1","red","radius","0.01","exp utility","100","8","25","17","90754.37976546976","42948.573537841876"
"91","0.1","red","radius","0.01","exp utility","100","9","25","7","46860.22113913294","16517.2711543424"
"86","0.1","red","radius","0.01","exp utility","100","8","25","13","81934.06118780513","30870.849148501104"
"93","0.1","red","radius","0.01","exp utility","100","9","25","5","33082.62981048017","11794.608192752692"
"88","0.1","red","radius","0.01","exp utility","100","8","25","11","66402.29601263543","27979.07723335196"
"84","0.1","red","radius","0.01","exp utility","100","8","25","18","107644.79598862553","45432.64836618859"
"85","0.1","red","radius","0.01","exp utility","100","8","25","17","88525.74972460732","41229.48031879238"
"92","0.1","red","radius","0.01","exp utility","100","9","25","6","41426.07803695809","12975.755744195683"
"95","0.1","red","radius","0.01","exp utility","100","9","25","3","20351.369425816414","6370.364296333978"
"81","0.1","red","radius","0.01","exp utility","100","8","25","23","106342.31732966819","61929.790245745804"
"90","0.1","red","radius","0.01","exp utility","100","8","25","10","60967.56671523397","26018.218283121743"
"94","0.1","red","radius","0.01","exp utility","100","9","25","5","31799.203660726303","12349.977995982841"
"82","0.1","red","radius","0.01","exp utility","100","8","25","21","102764.57357948701","54798.06380220457"
"87","0.1","red","radius","0.01","exp utility","100","8","25","13","78701.64076898598","32452.09846123654"
"89","0.1","red","radius","0.01","exp utility","100","8","25","10","62539.96010781359","22508.855207582747"
"83","0.1","red","radius","0.01","exp utility","100","8","25","18","97227.57197161623","43717.80142775009"
"86","0.1","red","radius","0.01","exp utility","100","8","25","14","88699.28832458846","32102.492662066397"
"91","0.1","red","radius","0.01","exp utility","100","9","25","8","52705.23950794518","19289.774234477434"
"88","0.1","red","radius","0.01","exp utility","100","8","25","12","72330.90521050355","29820.98190556935"
"93","0.1","red","radius","0.01","exp utility","100","9","25","6","38806.85912577857","14553.003099156254"
"84","0.1","red","radius","0.01","exp utility","100","8","25","19","109946.39556568135","50941.59898556442"
"81","0.1","red","radius","0.01","exp utility","100","8","25","24","110202.56360516792","63651.642893720076"
"85","0.1","red","radius","0.01","exp utility","100","8","25","18","94914.10627016085","41531.646943913875"
"95","0.1","red","radius","0.01","exp utility","100","9","25","4","26531.400451617967","8906.707778280314"
"92","0.1","red","radius","0.01","exp utility","100","9","25","7","47952.760737812416","15339.941545979624"
"90","0.1","red","radius","0.01","exp utility","100","8","25","11","66887.77158224271","28440.17186909073"
"83","0.1","red","radius","0.01","exp utility","100","8","25","19","100370.81578979004","46653.19988334116"
"82","0.1","red","radius","0.01","exp utility","100","8","25","22","105244.94061713289","55919.27999185244"
"89","0.1","red","radius","0.01","exp utility","100","8","25","11","69367.17265264846","23596.971173118465"
"87","0.1","red","radius","0.01","exp utility","100","8","25","14","82735.33283250988","36895.181444370406"
"86","0.1","red","radius","0.01","exp utility","100","8","25","15","92171.95525189595","36331.8462393108"
"94","0.1","red","radius","0.01","exp utility","100","9","25","6","37175.290887147996","15872.101360198785"
"88","0.1","red","radius","0.01","exp utility","100","8","25","13","77282.97058268485","33464.06465185113"
"84","0.1","red","radius","0.01","exp utility","100","8","25","20","111814.5541847084","56103.56744440095"
"91","0.1","red","radius","0.01","exp utility","100","9","25","9","57070.17952914753","23768.01641901612"
"96","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"93","0.1","red","radius","0.01","exp utility","100","9","25","7","44654.46750300869","16850.35184634107"
"85","0.1","red","radius","0.01","exp utility","100","8","25","19","97735.2285185489","44767.36864660817"
"83","0.1","red","radius","0.01","exp utility","100","8","25","20","103822.18115708923","48973.23734763908"
"90","0.1","red","radius","0.01","exp utility","100","8","25","12","71878.4154623448","31908.636390275682"
"95","0.1","red","radius","0.01","exp utility","100","9","25","5","31754.14582973324","11771.209522653315"
"82","0.1","red","radius","0.01","exp utility","100","8","25","23","108173.31384495599","59449.221943869234"
"89","0.1","red","radius","0.01","exp utility","100","8","25","12","74153.177432999","28059.96018109118"
"87","0.1","red","radius","0.01","exp utility","100","8","25","15","89746.18155867318","37760.061855389"
"92","0.1","red","radius","0.01","exp utility","100","9","25","8","55120.310199706386","16662.715356803707"
"86","0.1","red","radius","0.01","exp utility","100","8","25","16","96676.05798994127","40234.45078008933"
"88","0.1","red","radius","0.01","exp utility","100","8","25","14","82513.44237896333","35981.63376350676"
"94","0.1","red","radius","0.01","exp utility","100","9","25","7","43423.162239168436","17915.3094062014"
"84","0.1","red","radius","0.01","exp utility","100","8","25","21","110890.84974033665","62533.90639319595"
"85","0.1","red","radius","0.01","exp utility","100","8","25","20","104085.32745215681","45122.605406449075"
"91","0.1","red","radius","0.01","exp utility","100","9","25","10","60527.112565795265","28803.492731895603"
"83","0.1","red","radius","0.01","exp utility","100","8","25","21","110092.4905869303","49505.48080997017"
"93","0.1","red","radius","0.01","exp utility","100","9","25","8","49773.721784192596","19698.25253846993"
"96","0.1","red","radius","0.01","exp utility","100","9","25","1","7480.525818896594","1702.9041554434566"
"90","0.1","red","radius","0.01","exp utility","100","8","25","13","75909.1636599655","35857.84281227399"
"82","0.1","red","radius","0.01","exp utility","100","8","25","24","114612.2087518606","59556.22519497726"
"89","0.1","red","radius","0.01","exp utility","100","8","25","13","80919.55912432089","29000.723930621407"
"87","0.1","red","radius","0.01","exp utility","100","8","25","16","91399.81360122887","43116.561179701916"
"86","0.1","red","radius","0.01","exp utility","100","8","25","17","100693.4693157552","44141.88947318196"
"95","0.1","red","radius","0.01","exp utility","100","9","25","6","36934.680954730895","14379.877003150716"
"92","0.1","red","radius","0.01","exp utility","100","9","25","9","61287.919689303584","18880.20333796001"
"88","0.1","red","radius","0.01","exp utility","100","8","25","15","86760.61724987262","39618.203723002436"
"84","0.1","red","radius","0.01","exp utility","100","8","25","22","116895.54699963605","64213.00594530667"
"94","0.1","red","radius","0.01","exp utility","100","9","25","8","48588.33645567178","20763.41700881675"
"85","0.1","red","radius","0.01","exp utility","100","8","25","21","107288.05287277924","49294.98884409827"
"83","0.1","red","radius","0.01","exp utility","100","8","25","22","110490.92254732669","56798.92578958472"
"91","0.1","red","radius","0.01","exp utility","100","9","25","11","66104.14540938562","31201.708241612294"
"90","0.1","red","radius","0.01","exp utility","100","8","25","14","79635.88284071376","39045.53758962554"
"93","0.1","red","radius","0.01","exp utility","100","9","25","9","53455.376461050684","23301.509630638397"
"97","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"89","0.1","red","radius","0.01","exp utility","100","8","25","14","87039.21612465176","31220.98237168758"
"96","0.1","red","radius","0.01","exp utility","100","9","25","2","14546.727945416287","4028.378592949026"
"86","0.1","red","radius","0.01","exp utility","100","8","25","18","105692.19977544941","47093.925178731886"
"87","0.1","red","radius","0.01","exp utility","100","8","25","17","98403.23776863012","43777.90102683843"
"88","0.1","red","radius","0.01","exp utility","100","8","25","16","93492.83951591283","40426.75629521157"
"84","0.1","red","radius","0.01","exp utility","100","8","25","23","121120.33004407297","66813.03938025825"
"95","0.1","red","radius","0.01","exp utility","100","9","25","7","43552.0502269225","15769.739504771976"
"92","0.1","red","radius","0.01","exp utility","100","9","25","10","65033.58892078271","23879.97072633285"
"85","0.1","red","radius","0.01","exp utility","100","8","25","22","110111.24545827329","53141.18575761359"
"83","0.1","red","radius","0.01","exp utility","100","8","25","23","113289.17360418336","58675.428646457054"
"94","0.1","red","radius","0.01","exp utility","100","9","25","9","54731.95329615646","23195.36472493665"
"90","0.1","red","radius","0.01","exp utility","100","8","25","15","84289.50421140635","42206.95690066553"
"91","0.1","red","radius","0.01","exp utility","100","9","25","12","73058.13423806982","32019.72730305419"
"86","0.1","red","radius","0.01","exp utility","100","8","25","19","110119.45944675672","50428.05866951931"
"89","0.1","red","radius","0.01","exp utility","100","8","25","15","92977.21669059365","33945.140270274045"
"96","0.1","red","radius","0.01","exp utility","100","9","25","3","21410.389917592867","6295.832039773691"
"87","0.1","red","radius","0.01","exp utility","100","8","25","18","103315.80232022185","46920.30200669965"
"97","0.1","red","radius","0.01","exp utility","100","9","25","1","7090.160809344266","2004.6995076425803"
"93","0.1","red","radius","0.01","exp utility","100","9","25","10","58915.000128620675","25954.86305072529"
"88","0.1","red","radius","0.01","exp utility","100","8","25","17","95960.82006251314","44265.466560930014"
"84","0.1","red","radius","0.01","exp utility","100","8","25","24","126081.18915627757","68419.54247070898"
"95","0.1","red","radius","0.01","exp utility","100","9","25","8","47910.19091890216","20403.734680774283"
"85","0.1","red","radius","0.01","exp utility","100","8","25","23","115477.11416558357","54710.33817503593"
"83","0.1","red","radius","0.01","exp utility","100","8","25","24","117227.17512142424","60626.084815485585"
"92","0.1","red","radius","0.01","exp utility","100","9","25","11","68727.31718198858","28360.95450902252"
"90","0.1","red","radius","0.01","exp utility","100","8","25","16","88112.50594096948","45790.854640017336"
"94","0.1","red","radius","0.01","exp utility","100","9","25","10","56533.537371979255","28986.128227957684"
"86","0.1","red","radius","0.01","exp utility","100","8","25","20","115747.50861550351","52567.101690618474"
"91","0.1","red","radius","0.01","exp utility","100","9","25","13","77481.05901652107","34128.838689350014"
"89","0.1","red","radius","0.01","exp utility","100","8","25","16","98002.25057121654","36074.93845403287"
"87","0.1","red","radius","0.01","exp utility","100","8","25","19","108866.2588509469","48869.17892228728"
"88","0.1","red","radius","0.01","exp utility","100","8","25","18","98514.06228878269","49194.36443232339"
"96","0.1","red","radius","0.01","exp utility","100","9","25","4","27589.59357866265","9396.644598838875"
"98","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"97","0.1","red","radius","0.01","exp utility","100","9","25","2","13937.633251516598","4087.4244218968734"
"93","0.1","red","radius","0.01","exp utility","100","9","25","11","65664.32056317011","26785.197096809843"
"85","0.1","red","radius","0.01","exp utility","100","8","25","24","117657.25022172953","57492.82641613915"
"99","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"95","0.1","red","radius","0.01","exp utility","100","9","25","9","52654.09454533973","23687.753932615993"
"90","0.1","red","radius","0.01","exp utility","100","8","25","17","92637.42699654073","48108.92541869956"
"92","0.1","red","radius","0.01","exp utility","100","9","25","12","75695.71291380425","29157.50589936087"
"86","0.1","red","radius","0.01","exp utility","100","8","25","21","117015.63728825693","56514.11055679055"
"89","0.1","red","radius","0.01","exp utility","100","8","25","17","103567.65953779932","38598.32841522292"
"94","0.1","red","radius","0.01","exp utility","100","9","25","11","63088.349575066364","30048.43338381839"
"87","0.1","red","radius","0.01","exp utility","100","8","25","20","114548.82942384755","51624.36047628437"
"91","0.1","red","radius","0.01","exp utility","100","9","25","14","83683.11697190667","36048.99794639667"
"88","0.1","red","radius","0.01","exp utility","100","8","25","19","103863.3398502348","51289.70934810458"
"96","0.1","red","radius","0.01","exp utility","100","9","25","5","34126.63654677043","11551.386936447938"
"98","0.1","red","radius","0.01","exp utility","100","9","25","1","6927.087276803392","2305.9323838875694"
"100","0.1","red","radius","0.01","exp utility","100","9","25","0","0","0"
"93","0.1","red","radius","0.01","exp utility","100","9","25","12","68241.60407140118","30255.3662721435"
"97","0.1","red","radius","0.01","exp utility","100","9","25","3","20933.503997898755","5963.904699000317"
"86","0.1","red","radius","0.01","exp utility","100","8","25","22","117944.19292363629","62120.370307937774"
"99","0.1","red","radius","0.01","exp utility","100","9","25","1","6704.084107699509","2250.576217679043"
"90","0.1","red","radius","0.01","exp utility","100","8","25","18","96448.1547427293","49993.7242166435"
"92","0.1","red","radius","0.01","exp utility","100","9","25","13","80976.9755626197","31841.66258170079"
"94","0.1","red","radius","0.01","exp utility","100","9","25","12","67077.69854977961","33014.99116751534"
"95","0.1","red","radius","0.01","exp utility","100","9","25","10","57064.02571896491","26827.216518400077"
"88","0.1","red","radius","0.01","exp utility","100","8","25","20","106130.71933566226","56363.05341828898"
"89","0.1","red","radius","0.01","exp utility","100","8","25","18","110263.4851875116","39530.95549772877"
"87","0.1","red","radius","0.01","exp utility","100","8","25","21","117542.66015918434","56243.37488147454"
"91","0.1","red","radius","0.01","exp utility","100","9","25","15","86441.68716900045","40433.288039213534"
"86","0.1","red","radius","0.01","exp utility","100","8","25","23","124570.68923515256","62787.00902370775"
"96","0.1","red","radius","0.01","exp utility","100","9","25","6","38817.89352479272","16187.852606635799"
"97","0.1","red","radius","0.01","exp utility","100","9","25","4","27332.00996496902","8471.776631557996"
"90","0.1","red","radius","0.01","exp utility","100","8","25","19","103312.7038121049","50479.57036304149"
"98","0.1","red","radius","0.01","exp utility","100","9","25","2","14000.02801426062","4058.6125188607816"
"100","0.1","red","radius","0.01","exp utility","100","9","25","1","6888.011650010758","2372.849489907615"
"93","0.1","red","radius","0.01","exp utility","100","9","25","13","73325.72274992803","32136.541479669602"
"88","0.1","red","radius","0.01","exp utility","100","8","25","21","107611.01035868909","60763.35795724567"
