"BehaviorSpace results (NetLogo 6.0.2)"
"BusinessInvestor.nlogo"
"vary-time-horizon"
"02/20/2018 04:06:18:929 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","profit-multiplier","risk-multiplier","vision-mode","sense-radius","failure-max","turtle-coloring-mode","failure-min","max-ticks","color-patches-by","num-investors","time-horizon","[step]","mean [wealth] of turtles","mean [failures] of turtles","mean [profit] of turtles","mean [p-failure] of turtles"
"145","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","8","24","131299.1401315333","0.81","7136.127603767403","0.03315956327817141"
"352","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","121727.54789239509","0.83","7115.6971880563415","0.02841185549645686"
"353","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","139733.27387181722","0.59","7022.71906597362","0.027695259020761268"
"349","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","115449.38083176388","0.81","6736.501545602532","0.028558222736726157"
"356","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","124331.92637464864","0.8","6622.889519275932","0.030514837439571493"
"347","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","112147.05907369929","0.83","6401.757486124457","0.02727512243696436"
"354","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","126550.12734115883","0.74","6889.753883185394","0.028315895791914323"
"359","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","115255.6992629243","0.94","6561.207259580255","0.02957521121820367"
"360","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","129774.38084476153","0.85","7184.887491975382","0.03046804177950605"
"358","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","127232.63004345278","0.7","7189.7919491614775","0.030501956707248746"
"361","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","127114.4227732553","0.74","6949.225708619517","0.025848998699049"
"343","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","125623.83431917662","0.79","6937.768428743688","0.03192647231179851"
"363","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","118400.96370000325","0.87","6939.447119846733","0.03160756181961077"
"357","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","122752.30221190782","0.9","7068.353369139375","0.031659755121467494"
"355","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","110261.49666553055","1.11","6831.736784798464","0.032683388129686346"
"362","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","126094.86315037662","0.77","6841.866437884288","0.028164521218140642"
"365","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","132548.7218681999","0.6","6934.030204796192","0.031197036818955096"
"364","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","130873.88903940009","0.64","6910.519448194396","0.026626182145322468"
"366","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","124061.80734877303","0.7","6679.795625742666","0.027344349580406234"
"368","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","127255.24653631648","0.68","7082.9229574143565","0.028745930726854864"
"369","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","119934.14626352674","0.88","6550.777848079692","0.029716840597806535"
"370","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","129457.1243155952","0.68","6802.138855584174","0.028190133131135064"
"371","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","123826.64290662228","0.82","7207.899892326562","0.02943297460717103"
"351","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","135801.3311668859","0.49","7130.724870253734","0.026434588219450973"
"374","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","112914.45980602209","0.91","6964.463367025571","0.03101404751001757"
"375","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","110397.63424753177","0.75","6746.0454562567475","0.02589850205496816"
"377","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","116618.11538163813","0.8","7003.847578681265","0.030224581373425315"
"376","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","122794.25108489081","0.78","6986.260383818699","0.029844624517131827"
"380","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","137922.72978729152","0.66","7035.140796658707","0.02922623374899699"
"383","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","110857.7423660665","0.72","6371.068114749708","0.028628186981474804"
"386","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","126971.58220984152","0.75","6920.345620418815","0.03138303877939629"
"382","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","126379.71555002542","0.67","6715.146474956278","0.029426856881867202"
"387","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","118929.94631323841","0.74","6550.403304706751","0.029111115119106832"
"384","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","114852.23775043832","0.83","6723.30971014446","0.03005992537511572"
"373","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","126586.15859196414","0.85","6885.806071278893","0.030207285352490117"
"379","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","118879.37862444745","0.77","6818.891069788163","0.028094811442229223"
"385","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","111391.25055983382","0.75","6413.923641875934","0.028848932690940857"
"381","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","119772.66587202277","0.71","6753.533662725341","0.029553314331136695"
"389","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","125572.09115674821","0.69","7119.246957045236","0.027285478680556516"
"391","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","111342.2114523133","0.96","7297.556537945526","0.030768857619340357"
"372","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","123015.98813913431","0.82","6681.775548744281","0.029753282487155332"
"392","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","124605.40426443981","0.72","6553.050187982159","0.027233272264512706"
"388","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","122043.45714188088","0.95","7138.643930252609","0.03030874983265776"
"393","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","122317.05979988226","0.68","6801.479659871269","0.02821126122100798"
"395","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","122011.6167418464","0.67","6818.477400833092","0.029689947901388902"
"378","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","111732.21953309294","0.91","6846.027888973413","0.029231316913565408"
"396","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","103520.98170337178","0.98","6900.580591301817","0.02981556482202874"
"397","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","118361.79370933397","0.72","6811.712903526599","0.025698160296502053"
"399","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","125024.70266024367","0.76","7177.701390592669","0.028148615014432953"
"398","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","120747.86997737337","0.69","6737.192252035127","0.027497297678355796"
"400","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","116935.2019985961","0.75","6959.836794609072","0.02909490871368052"
"405","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","129563.2467723795","0.62","6615.567643965611","0.026649845126521868"
"401","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","131515.8064171775","0.71","6917.346505854223","0.028195212850947247"
"403","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","126446.86785398984","0.64","6694.605660733587","0.026924365469851073"
"394","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","126608.30753444643","0.84","6609.270212735319","0.029693534306869745"
"406","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","112338.79362877531","0.9","6609.925717800404","0.028074264233578353"
"408","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","123251.03085702166","0.7","6973.044563898588","0.028288019545001222"
"410","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","124781.70562245975","0.73","6786.31350685493","0.030429692256802806"
"411","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","129679.4660006008","0.73","7034.68250195028","0.030108954395105067"
"413","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","117065.04968778531","0.76","6611.329154789357","0.031544385542415794"
"409","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","118769.87750547465","0.81","6757.508509241898","0.03208573251534405"
"414","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","119335.51244769819","0.74","6489.29994971562","0.0297006124775284"
"415","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","130373.30497923214","0.51","6376.36012629188","0.02609245352491378"
"390","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","20","24","121898.47178609644","0.79","6720.793650884074","0.02840289667048105"
"404","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","119032.66053091384","0.67","6509.4766994228385","0.027057397092995084"
"407","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","132897.73106693823","0.65","6929.174987197903","0.02605815859546664"
"416","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","122445.66670415603","0.65","6211.398143998182","0.027971045202185234"
"418","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","112782.63824327748","0.86","6692.877083280639","0.02820537947057283"
"422","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","123253.98460355973","0.64","7046.447349358779","0.025968088618257147"
"402","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","120304.64148149402","0.82","7075.898967321941","0.028305764004954114"
"423","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","115803.39049500746","0.66","6413.960098595149","0.02865409000850548"
"417","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","136677.83440202454","0.67","7290.593493456367","0.029513776443962407"
"420","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","121710.78877976257","0.64","6701.528915467302","0.027528375449079788"
"419","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","121488.18146711715","0.64","6698.770634703412","0.028020387339098854"
"412","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","21","24","125190.87760345366","0.65","6869.471870755119","0.02667337949057035"
"421","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","109777.11453212197","0.74","6435.818599189259","0.02679698373762083"
"424","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","115759.9922751093","0.74","6400.301539412123","0.030036510038010885"
"425","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","123005.21672594249","0.74","6433.7982073674975","0.02612746112591152"
"426","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","124167.01891626373","0.71","6925.718443951399","0.023994782283281394"
"428","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","121367.28714153552","0.69","6765.121719261934","0.026709031764949022"
"427","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","121759.4105447856","0.76","6700.103754190037","0.029585872710997538"
"429","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","125730.2928467198","0.65","6717.10326166597","0.028583785403842613"
"434","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","116154.12855401437","0.85","6879.1680297316525","0.029532133969600638"
"435","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","124940.0755110125","0.71","7066.989213150037","0.02649289940490567"
"437","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","112466.87988064328","0.77","6404.802606205528","0.029024252006531276"
"433","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","113124.90104293251","0.89","6937.535268524458","0.030958230717917617"
"430","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","117971.0173110751","0.71","6215.11708368629","0.030509264507637218"
"439","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","130010.29742534141","0.75","7106.767746061028","0.028985725005515276"
"443","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","116434.02020119685","0.83","7043.693029937924","0.028698692017788754"
"438","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","118226.46312853968","0.79","6584.962003771137","0.02839461242999262"
"432","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","108535.23593372424","0.97","6661.147143507105","0.028022871589237507"
"440","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","118524.33337889481","0.88","6730.336930246609","0.02988295491346853"
"445","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","115160.21772683201","0.81","6969.91145039036","0.028442872247963116"
"444","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","123172.20250464903","0.63","6812.91021589744","0.026067991877522262"
"442","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","119833.34271268095","0.74","6663.55147456373","0.026462654693874703"
"431","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","105695.9664461719","1.03","6399.173485212019","0.029478597635396075"
"436","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","22","24","127157.0531941312","0.8","6928.665437784877","0.027802623184156505"
"446","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","119188.69749278305","0.87","6448.118721199118","0.030686847229429378"
"441","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","122393.37472779183","0.75","7076.260778635427","0.028272638289390525"
"448","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","124061.33153420666","0.72","6664.727730591398","0.028319305647279913"
"447","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","117753.66406795848","0.81","6439.644474459145","0.02893546407352423"
"449","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","126701.27381607177","0.88","6599.775765873799","0.026852743334556374"
"450","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","132004.97817787598","0.62","6921.881082579485","0.026096740696880127"
"451","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","129737.55531001594","0.7","6450.517375957028","0.02866635543715637"
"452","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","126750.69118711812","0.71","6809.950797661448","0.027401526634567824"
"455","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","110259.11610344706","0.84","6338.958276061978","0.030804413423161738"
"454","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","115755.98569287141","0.76","6368.568217615643","0.029269670163728456"
"456","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","106560.02524173107","0.83","6465.367304837429","0.030054178400973113"
"458","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","115237.41891334832","0.82","6684.0522849797235","0.029680241939370803"
"459","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","115024.59078588588","0.76","6613.284624242977","0.030392164310629056"
"460","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","122720.42905083095","0.69","6487.921183553789","0.028135809363418272"
"461","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","126900.9841442617","0.67","6774.04767755796","0.02658870417578149"
"453","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","128104.28161463176","0.79","6817.296592514316","0.02886555713269001"
"462","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","135107.6769684473","0.55","6783.068860992929","0.026830318434593662"
"464","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","113917.92808693847","0.7","6484.540332479896","0.028957003699310112"
"457","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","23","24","116018.33817874297","0.81","6623.875885627214","0.029242589827511215"
"466","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","120594.18394821018","0.79","6761.943083556427","0.029073553124330367"
"467","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","107228.28353088157","0.77","6342.000295313336","0.026854106587504218"
"463","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","118965.0884130742","0.71","6872.952876033595","0.02815159675046032"
"468","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","122438.83470455665","0.77","6525.42976469054","0.028015155192279265"
"465","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","119086.10957082572","0.77","6752.399757968566","0.02825595084119155"
"469","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","121367.65939924092","0.71","6814.03542727991","0.029060165367203714"
"470","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","117231.82373705745","0.83","6755.2678229043","0.0274267634459588"
"471","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","125527.90328717379","0.59","6355.23077099641","0.028066462199637102"
"472","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","117436.69061850065","0.8","6375.077993853605","0.029946108441940556"
"473","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","133915.40183034475","0.6","6810.986880409689","0.028235389880969124"
"476","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","123776.45344970409","0.78","6734.0251097097935","0.029621975166687534"
"477","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","127409.03222688811","0.73","6785.997832085043","0.028635711330318"
"474","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","104456.14188313011","0.93","6450.161178506172","0.029327043284502783"
"478","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","127231.82997110937","0.64","6853.337675242495","0.028684090805088203"
"481","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","116037.81426087944","0.81","6416.810727745481","0.029348798939906353"
"475","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","122736.43986211764","0.59","6213.555999540429","0.025177859549995435"
"479","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","117690.0610730098","0.74","6721.608157578636","0.028488622696140577"
"483","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","115119.17866825133","0.9","6579.762826548735","0.028538317224317784"
"480","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","24","24","106458.17909468545","0.97","6620.312104895653","0.028963494590321805"
"486","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","117607.64986953244","0.78","6676.664458634576","0.028691628604899936"
"485","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","121811.94032205701","0.62","6733.060118558667","0.029074854758145367"
"482","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","117794.08948782853","0.88","6630.953080599966","0.02828362236697148"
"488","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","112022.00818707017","0.72","6312.014030641543","0.027885298184133555"
"484","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","115270.06781670231","0.72","6531.498152305884","0.030187504953807683"
"489","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","121090.89171833545","0.79","6852.564164883144","0.029074039823912753"
"490","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","116969.4817106303","0.73","6743.512889218321","0.02738291597975996"
"491","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","117402.34688398406","0.64","6406.1946515590425","0.026930440194746698"
"487","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","121130.66305407154","0.88","6963.109465369053","0.02969758056216877"
"493","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","122850.64972650124","0.8","6608.911305744579","0.02683111805702751"
"492","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","125512.86744798359","0.75","6880.646373403717","0.027506912293846702"
"494","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","120650.94713369828","0.67","6365.01019309293","0.02754446932914217"
"495","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","110067.46245038854","0.87","6490.886040493498","0.03084758558587052"
"496","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","118478.1725109718","0.69","6671.167028847625","0.026542593830573124"
"498","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","117542.85973643146","0.85","6859.615121311479","0.03040962627085545"
"497","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","111185.88761328447","0.77","6448.099512407402","0.02808497448469592"
"500","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","126464.5754547604","0.81","6832.9151746102025","0.026895264450144386"
"499","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","25","24","121233.37653877468","0.64","6964.3093128859055","0.028869819352327845"
"367","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","19","24","126566.36874046604","0.68","6789.613931843709","0.027287406729420042"
